"tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
140.0,0,1,0,33,464,0,523
141.0,0,1,0,32,464,0,524
142.0,0,1,0,31,464,0,525
143.0,0,1,0,28,464,0,528
144.0,0,1,0,26,463,0,531
145.0,0,1,0,26,461,0,533
146.0,0,1,0,24,460,0,536
147.0,0,1,0,25,457,0,538
148.0,0,1,0,24,455,0,541
149.0,0,1,0,25,451,0,544
150.0,0,1,0,24,450,0,546
151.0,0,1,0,23,450,0,547
152.0,0,1,0,22,450,0,548
153.0,0,1,0,19,450,0,551
154.0,0,1,0,19,448,0,553
155.0,0,1,0,18,448,0,554
156.0,0,1,0,18,447,0,555
157.0,0,1,0,15,447,0,558
158.0,0,1,0,15,447,0,558
159.0,0,1,0,15,447,0,558
160.0,0,1,0,16,445,0,559
161.0,0,1,0,15,445,0,560
162.0,0,1,0,16,444,0,560
163.0,0,1,0,17,443,0,560
164.0,0,1,0,18,442,0,560
165.0,0,1,0,18,441,0,561
166.0,0,1,0,16,441,0,563
167.0,0,1,0,15,441,0,564
168.0,0,1,0,13,441,0,566
169.0,0,1,0,12,441,0,567
170.0,0,1,0,9,440,0,571
171.0,0,1,0,8,440,0,572
172.0,0,1,0,9,439,0,572
173.0,0,1,0,10,438,0,572
174.0,0,1,0,10,438,0,572
175.0,0,1,0,9,438,0,573
176.0,0,1,0,9,438,0,573
177.0,0,1,0,9,438,0,573
178.0,0,1,0,9,438,0,573
179.0,0,1,0,9,438,0,573
180.0,0,1,0,9,438,0,573
181.0,0,1,0,8,437,0,575
182.0,0,1,0,8,437,0,575
183.0,0,1,0,8,436,0,576
184.0,0,1,0,7,436,0,577
185.0,0,1,0,7,435,0,578
186.0,0,1,0,6,435,0,579
187.0,0,1,0,6,435,0,579
188.0,0,1,0,6,435,0,579
189.0,0,1,0,7,434,0,579
190.0,0,1,0,6,434,0,580
191.0,0,1,0,5,434,0,581
192.0,0,1,0,5,434,0,581
193.0,0,1,0,5,433,0,582
194.0,0,1,0,4,433,0,583
195.0,0,1,0,4,433,0,583
196.0,0,1,0,4,433,0,583
197.0,0,1,0,4,433,0,583
198.0,0,1,0,4,433,0,583
199.0,0,1,0,4,433,0,583
200.0,0,1,0,4,433,0,583
201.0,0,1,0,5,432,0,583
202.0,0,1,0,5,432,0,583
203.0,0,1,0,5,432,0,583
204.0,0,1,0,4,432,0,584
205.0,0,1,0,4,432,0,584
206.0,0,1,0,3,432,0,585
207.0,0,1,0,3,432,0,585
208.0,0,1,0,3,432,0,585
209.0,0,1,0,5,430,0,585
210.0,0,1,0,5,429,0,586
211.0,0,1,0,5,429,0,586
212.0,0,1,0,6,428,0,586
213.0,0,1,0,6,428,0,586
214.0,0,1,0,5,428,0,587
215.0,0,1,0,5,428,0,587
216.0,0,1,0,6,427,0,587
217.0,0,1,0,7,426,0,587
218.0,0,1,0,7,426,0,587
219.0,0,1,0,9,424,0,587
220.0,0,1,0,9,424,0,587
221.0,0,1,0,9,424,0,587
222.0,0,1,0,8,424,0,588
223.0,0,1,0,8,424,0,588
224.0,0,1,0,8,424,0,588
225.0,0,1,0,7,424,0,589
226.0,0,1,0,7,424,0,589
227.0,0,1,0,7,424,0,589
228.0,0,1,0,7,424,0,589
229.0,0,1,0,6,424,0,590
230.0,0,1,0,5,423,0,592
231.0,0,1,0,5,422,0,593
232.0,0,1,0,5,422,0,593
233.0,0,1,0,4,422,0,594
234.0,0,1,0,4,422,0,594
235.0,0,1,0,4,422,0,594
236.0,0,1,0,4,422,0,594
237.0,0,1,0,3,422,0,595
238.0,0,1,0,2,422,0,596
239.0,0,1,0,3,421,0,596
240.0,0,1,0,3,421,0,596
241.0,0,1,0,3,421,0,596
242.0,0,1,0,3,421,0,596
243.0,0,1,0,3,421,0,596
244.0,0,1,0,3,421,0,596
245.0,0,1,0,3,421,0,596
246.0,0,1,0,3,421,0,596
247.0,0,1,0,3,421,0,596
248.0,0,1,0,3,421,0,596
249.0,0,1,0,3,421,0,596
250.0,0,1,0,3,421,0,596
251.0,0,1,0,2,421,0,597
252.0,0,1,0,1,421,0,598
253.0,0,1,0,1,421,0,598
254.0,0,1,0,1,421,0,598
255.0,0,1,0,1,421,0,598
256.0,0,1,0,1,421,0,598
257.0,0,1,0,1,421,0,598
258.0,0,1,0,1,421,0,598
259.0,0,1,0,1,421,0,598
260.0,0,1,0,0,421,0,599
