"tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
123.0,0,1,11,0,927,0,72
124.0,0,1,11,0,927,0,72
125.0,0,1,11,0,926,0,73
126.0,0,1,11,0,926,0,73
127.0,0,1,11,0,925,0,74
128.0,0,1,11,0,925,0,74
129.0,0,1,8,0,924,0,78
130.0,0,1,8,0,923,0,79
131.0,0,1,8,0,923,0,79
132.0,0,1,9,0,922,0,79
133.0,0,1,9,0,922,0,79
134.0,0,1,9,0,922,0,79
135.0,0,1,8,0,922,0,80
136.0,0,1,8,0,922,0,80
137.0,0,1,7,0,922,0,81
138.0,0,1,8,0,920,0,82
139.0,0,1,8,0,920,0,82
140.0,0,1,7,0,920,0,83
141.0,0,1,6,0,920,0,84
142.0,0,1,7,0,919,0,84
143.0,0,1,11,0,915,0,84
144.0,0,1,12,0,913,0,85
145.0,0,1,11,0,913,0,86
146.0,0,1,11,0,913,0,86
147.0,0,1,11,0,913,0,86
148.0,0,1,11,0,912,0,87
149.0,0,1,10,0,912,0,88
150.0,0,1,11,0,911,0,88
151.0,0,1,10,0,911,0,89
152.0,0,1,10,0,911,0,89
153.0,0,1,9,0,911,0,90
154.0,0,1,9,0,911,0,90
155.0,0,1,10,0,910,0,90
156.0,0,1,10,0,910,0,90
157.0,0,1,10,0,910,0,90
158.0,0,1,10,0,910,0,90
159.0,0,1,9,0,909,0,92
160.0,0,1,9,0,909,0,92
161.0,0,1,8,0,909,0,93
162.0,0,1,8,0,909,0,93
163.0,0,1,7,0,909,0,94
164.0,0,1,6,0,908,0,96
165.0,0,1,4,0,908,0,98
166.0,0,1,8,0,904,0,98
167.0,0,1,8,0,904,0,98
168.0,0,1,8,0,904,0,98
169.0,0,1,8,0,904,0,98
170.0,0,1,9,0,903,0,98
171.0,0,1,8,0,903,0,99
172.0,0,1,8,0,903,0,99
173.0,0,1,9,0,902,0,99
174.0,0,1,9,0,902,0,99
175.0,0,1,9,0,902,0,99
176.0,0,1,8,0,902,0,100
177.0,0,1,8,0,902,0,100
178.0,0,1,8,0,902,0,100
179.0,0,1,10,0,900,0,100
180.0,0,1,10,0,899,0,101
181.0,0,1,10,0,899,0,101
182.0,0,1,10,0,899,0,101
183.0,0,1,10,0,899,0,101
184.0,0,1,10,0,899,0,101
185.0,0,1,8,0,899,0,103
186.0,0,1,9,0,898,0,103
187.0,0,1,6,0,898,0,106
188.0,0,1,6,0,898,0,106
189.0,0,1,6,0,898,0,106
190.0,0,1,6,0,898,0,106
191.0,0,1,6,0,897,0,107
192.0,0,1,6,0,897,0,107
193.0,0,1,6,0,897,0,107
194.0,0,1,5,0,897,0,108
195.0,0,1,5,0,897,0,108
196.0,0,1,5,0,897,0,108
197.0,0,1,5,0,897,0,108
198.0,0,1,6,0,896,0,108
199.0,0,1,6,0,896,0,108
200.0,0,1,4,0,896,0,110
201.0,0,1,3,0,896,0,111
202.0,0,1,3,0,896,0,111
203.0,0,1,4,0,895,0,111
204.0,0,1,3,0,895,0,112
205.0,0,1,3,0,895,0,112
206.0,0,1,3,0,895,0,112
207.0,0,1,2,0,895,0,113
208.0,0,1,2,0,895,0,113
209.0,0,1,2,0,895,0,113
210.0,0,1,2,0,895,0,113
211.0,0,1,2,0,895,0,113
212.0,0,1,1,0,895,0,114
213.0,0,1,1,0,895,0,114
214.0,0,1,1,0,895,0,114
215.0,0,1,1,0,895,0,114
216.0,0,1,1,0,895,0,114
217.0,0,1,1,0,895,0,114
218.0,0,1,1,0,895,0,114
219.0,0,1,0,0,895,0,115
